Public ID,Organization,Availability,System Name (click + for details),# of Nodes,Processor,Accelerator,# of Accelerators,Benchmark,Model MLC,Scenario,Units,Valid / Invalid,# of Accelerators,# of Nodes,Accelerator,Availability,Host Processor Core Count,Processor,Avg. Result at System Name
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,llama2-70b-99.9,Server,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,9522.2
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,mixtral-8x7b,Offline,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,26824.4
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,mixtral-8x7b,Server,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,25707
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,resnet,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,356320
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,resnet,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,310333
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,retinanet,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,7195.55
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,retinanet,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,6791.24
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,stable-diffusion-xl,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,8.22546
4.1-0018,Dell,available,Dell PowerEdge XE8640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,stable-diffusion-xl,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,7.85802
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,bert-99,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,36051.2
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,bert-99,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,28348.3
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,bert-99.9,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,31412.4
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,bert-99.9,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,24854.8
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,llama2-70b-99,Offline,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,10594.1
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,llama2-70b-99,Server,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,8937.82
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,llama2-70b-99.9,Offline,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,10594.1
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,llama2-70b-99.9,Server,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,8937.82
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,retinanet,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,7149.42
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,retinanet,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,6738.09
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,stable-diffusion-xl,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,8.31658
4.1-0019,Dell,available,Dell PowerEdge XE9640 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,stable-diffusion-xl,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,96,Intel(R) Xeon(R) Platinum 8468,6.36178
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,3d-unet-99,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,51.8056
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,3d-unet-99.9,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,51.8056
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,bert-99,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,70594
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,bert-99,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,56011.6
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,bert-99.9,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,61736.4
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,bert-99.9,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,49611.8
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,24086.7
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,21589.17
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,24086.7
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,21589.17
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,resnet,Offline,Samples/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,709849
4.1-0020,Dell,available,Dell PowerEdge XE9680 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,8,Inference,resnet,Server,Queries/s,,8,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,584207
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,54.6196
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,3d-unet-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,54.6196
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,bert-99,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,73791
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,bert-99,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,58091.3
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,bert-99.9,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,65322.6
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,bert-99.9,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,51213.5
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,20238.4
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,20139
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,20238.4
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,20139
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,32124.3
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,29739.88
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,32124.3
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,29739.88
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,resnet,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,768235
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,resnet,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,630226
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,retinanet,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,14760.1
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,retinanet,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,13603.8
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,stable-diffusion-xl,Offline,Samples/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,17.6742
4.1-0021,Dell,available,Dell PowerEdge XE9680 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8470,NVIDIA H200-SXM-141GB,8,Inference,stable-diffusion-xl,Server,Queries/s,,8,1,NVIDIA H200-SXM-141GB,available,52,Intel(R) Xeon(R) Platinum 8470,16.6945
4.1-0022,Dell,available,Dell PowerEdge XE9680 (8x MI300X_192GB vLLM),1,Intel(R) Xeon(R) Platinum 8460Y+,AMD MI300X-NPS1-SPX-192GB-750W,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,AMD MI300X-NPS1-SPX-192GB-750W,available,40,Intel(R) Xeon(R) Platinum 8460Y+,22677.6
4.1-0022,Dell,available,Dell PowerEdge XE9680 (8x MI300X_192GB vLLM),1,Intel(R) Xeon(R) Platinum 8460Y+,AMD MI300X-NPS1-SPX-192GB-750W,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,AMD MI300X-NPS1-SPX-192GB-750W,available,40,Intel(R) Xeon(R) Platinum 8460Y+,19886.1
4.1-0022,Dell,available,Dell PowerEdge XE9680 (8x MI300X_192GB vLLM),1,Intel(R) Xeon(R) Platinum 8460Y+,AMD MI300X-NPS1-SPX-192GB-750W,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,AMD MI300X-NPS1-SPX-192GB-750W,available,40,Intel(R) Xeon(R) Platinum 8460Y+,22677.6
4.1-0022,Dell,available,Dell PowerEdge XE9680 (8x MI300X_192GB vLLM),1,Intel(R) Xeon(R) Platinum 8460Y+,AMD MI300X-NPS1-SPX-192GB-750W,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,AMD MI300X-NPS1-SPX-192GB-750W,available,40,Intel(R) Xeon(R) Platinum 8460Y+,19886.1
4.1-0024,Fujitsu,available,PRIMERGY CDI (16x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,16,Inference,3d-unet-99,Offline,Samples/s,,16,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,61.09
4.1-0024,Fujitsu,available,PRIMERGY CDI (16x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,16,Inference,retinanet,Offline,Samples/s,,16,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,12048.3
4.1-0024,Fujitsu,available,PRIMERGY CDI (16x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,16,Inference,retinanet,Server,Queries/s,,16,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,11948.7
4.1-0025,Fujitsu,available,PRIMERGY CDI (8x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,8,Inference,gptj-99,Offline,Tokens/s,,8,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,6911.78
4.1-0025,Fujitsu,available,PRIMERGY CDI (8x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,8,Inference,gptj-99,Server,Tokens/s,,8,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,6903.45
4.1-0025,Fujitsu,available,PRIMERGY CDI (8x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,8,Inference,gptj-99.9,Offline,Tokens/s,,8,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,6911.78
4.1-0025,Fujitsu,available,PRIMERGY CDI (8x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,8,Inference,gptj-99.9,Server,Tokens/s,,8,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,6903.45
4.1-0025,Fujitsu,available,PRIMERGY CDI (8x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,8,Inference,llama2-70b-99,Offline,Tokens/s,,8,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,3717.74
4.1-0025,Fujitsu,available,PRIMERGY CDI (8x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,8,Inference,llama2-70b-99,Server,Tokens/s,,8,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,3218.55
4.1-0025,Fujitsu,available,PRIMERGY CDI (8x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,8,Inference,llama2-70b-99.9,Offline,Tokens/s,,8,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,3717.74
4.1-0025,Fujitsu,available,PRIMERGY CDI (8x L40S TensorRT),1,Intel(R) Xeon(R) Gold 6454S,NVIDIA L40S,8,Inference,llama2-70b-99.9,Server,Tokens/s,,8,1,NVIDIA L40S,available,32,Intel(R) Xeon(R) Gold 6454S,3218.55
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,3d-unet-99,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,25.6741
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,3d-unet-99.9,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,25.6741
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,bert-99,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,36110.8
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,bert-99,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,28605.3
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,bert-99.9,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,31575.2
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,bert-99.9,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,25504.8
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,dlrm-v2-99,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,303974
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,dlrm-v2-99,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,293303
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,dlrm-v2-99.9,Offline,Samples/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,190162
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,dlrm-v2-99.9,Server,Queries/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,179024
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,gptj-99,Offline,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,9960.74
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,gptj-99,Server,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,9602.79
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,gptj-99.9,Offline,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,9960.74
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,gptj-99.9,Server,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,9602.79
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,llama2-70b-99,Offline,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,10133.3
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,llama2-70b-99,Server,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,9493.99
4.1-0026,Fujitsu,available,GX2560M7_H100_SXM_80GBx4 (4x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8468,NVIDIA H100-SXM-80GB,4,Inference,llama2-70b-99.9,Offline,Tokens/s,,4,1,NVIDIA H100-SXM-80GB,available,48,Intel(R) Xeon(R) Platinum 8468,10133.3
